name,mass,mass_error_min,mass_error_max,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
TOI-1272 c,0.084,0.0098,0.0098,0.0098,0.0098,0.67535,0.0
TOI-1273 b,0.222,0.015,0.015,0.0,0.0,0.99,0.22
TOI-1279 b,0.0334,0.0079,0.0079,0.0,0.0,0.2373,0.0098
TOI-1288 b,0.132,0.009,0.009,0.0,0.0,0.4675,0.008
TOI-1288 c,0.2665,0.022,0.022,0.022,0.022,0.67535,0.0
TOI-1294 b,0.1957,0.016,0.016,0.0,0.0,0.8199,0.0277
TOI-1294 c,0.4666,0.053,0.053,0.0,0.0,0.67535,0.0
TOI-1295 b,1.42,0.08,0.08,0.0,0.0,1.4,0.08
TOI-1296 b,0.298,0.039,0.039,0.039,0.039,1.231,0.031
TOI-1298 b,0.356,0.032,0.032,0.0,0.0,0.841,0.021
TOI-132 Ab,0.0705,0.00604,0.006,0.0,0.0,0.3051,0.0125
TOI-1333 Ab,2.37,0.24,0.24,0.0,0.0,1.396,0.056
TOI-1338 (AB)b,0.069,0.069,0.0,0.066,0.0028,0.5986,0.0303
TOI-1338 (AB)c,0.2051,0.0371,0.0371,0.0371,0.0371,0.67535,0.0
TOI-1347 b,0.0384,0.005,0.005,0.0,0.0,0.161,0.009
TOI-1347 c,0.0088,0.0072,0.0072,0.0,0.0,0.143,0.009
TOI-1386 b,0.148,0.019,0.019,0.0,0.0,0.54,0.018
TOI-1386 c,0.31,0.04,0.04,0.04,0.04,0.67535,0.0
TOI-139 b,6.6119,0.0,0.0,0.0,0.0,0.2192,0.01106
TOI-1408 b,1.69,0.2,0.2,0.0,0.0,1.5,0.0
TOI-1408 c,0.0239,0.0006,0.0006,0.0,0.0,0.1981,0.0054
TOI-1410 Ab,0.03338,0.0,0.0,0.0,0.0,0.289359,0.0107
TOI-1410 Ac,0.085,0.0104,0.0104,0.0104,0.0104,0.67535,0.0
TOI-1411 Ab,0.0063,0.0035,0.0038,0.0,0.0,0.1213,0.0143
TOI-1416 b,0.01095,0.00148,0.00148,0.0,0.0,0.1445,0.0071
TOI-1416 c,0.068,0.0088,0.0,0.0088,0.0098,0.67535,0.0
TOI-1420 b,0.079,0.012,0.012,0.0,0.0,1.0608,0.0294
TOI-1422 b,0.028,0.006,0.006,0.0,0.0,0.3533,0.0009
TOI-1422 c,0.0349,0.0082,0.0082,0.0082,0.0082,0.67535,0.0
TOI-1430 b,0.01306,0.0025,0.0025,0.0,0.0,0.1766,0.0062
TOI-1431 b,3.14,0.19,0.19,0.0,0.0,1.508,0.062
TOI-1437 b,0.0302,0.0104,0.0123,0.0,0.0,0.1998,0.0205
TOI-1439 b,0.1211,0.0179,0.0179,0.0,0.0,0.3256,0.018
TOI-1442 b,0.005,0.0016,0.0035,0.0,0.0,0.1044,0.0054
TOI-1443 b,0.094,0.094,0.0,0.0,0.0,0.196,0.0125
TOI-1444 b,0.01218,0.00223,0.00223,0.0,0.0,0.12463,0.00571
TOI-1444 c,11.8,2.9,2.9,2.9,2.9,0.67535,0.0
TOI-1448 b,0.0614,0.0614,0.0,0.0,0.0,0.2453,0.00562
TOI-1450 Ab,0.00396,0.00041,0.00041,0.0,0.0,0.1008,0.00393
TOI-1450 Ac,0.00481,0.00057,0.00057,0.00057,0.00057,0.67535,0.0
TOI-1451 b,0.0478,0.0088,0.0088,0.0,0.0,0.2329,0.009
TOI-1452 Ab,0.01517,0.0041,0.0041,0.0,0.0,0.14917,0.00633
TOI-1453 Ab,0.0039,0.0022,0.0022,0.0,0.0,0.1044,0.0054
TOI-1453 Ac,0.00928,0.0025,0.0025,0.0,0.0,0.1981,0.0009
TOI-1467 b,0.028,0.028,0.0,0.0,0.0,0.1633,0.0143
TOI-1468 b,0.0101,0.00076,0.00076,0.0,0.0,0.1142,0.00348
TOI-1468 c,0.02089,0.00214,0.00214,0.0,0.0,0.18414,0.00393
TOI-1470 b,0.02303,0.0039,0.0039,0.0,0.0,0.1945,0.0036
TOI-1470 c,0.02278,0.00872,0.00903,0.0,0.0,0.2204,0.0018
TOI-1471 b,0.031,0.0098,0.0098,0.0,0.0,0.348,0.00393
TOI-1471 c,0.0576,0.0573,0.0053,0.0,0.0,0.29824,0.00348
TOI-1472 b,0.0519,0.016,0.016,0.0,0.0,0.3711,0.0116
TOI-1473 Ab,0.034,0.0085,0.0085,0.0,0.0,0.2186,0.008
TOI-1478 b,0.847,0.048,0.052,0.0,0.0,1.06,0.04
TOI-150 b,2.51,0.12,0.12,0.0,0.0,1.255,0.019
TOI-1516 Ab,3.16,0.12,0.12,0.0,0.0,1.36,0.03
TOI-1518 b,1.83,0.47,0.47,0.0,0.0,1.878,0.042
TOI-157 b,1.18,0.13,0.13,0.0,0.0,1.286,0.002
TOI-1601 b,0.99,0.11,0.11,0.0,0.0,1.239,0.039
TOI-1605 b,0.6963,0.0242,0.0242,0.0,0.0,0.9225,0.0571
TOI-1634 Ab,0.01545,0.0022,0.0022,0.0,0.0,0.1597,0.00723
TOI-163 b,1.22,0.12,0.12,0.0,0.0,1.489,0.034
TOI-1669 b,0.0132,0.0085,0.0085,0.0,0.0,0.214,0.0161
TOI-1669 c,0.602,0.078,0.078,0.078,0.078,0.67535,0.0
TOI-1670 b,0.0434,0.0274,0.0299,0.0,0.0,0.1838,0.0134
TOI-1670 c,0.58,0.055,0.06,0.0,0.0,0.97,0.023
TOI-1680 b,0.01001,0.0022,0.0035,0.0,0.0,0.13079,0.00437
TOI-1683 b,0.025,0.006,0.006,0.0,0.0,0.232,0.027
TOI-1685 b,0.00966,0.0009,0.0009,0.0,0.0,0.1267,0.0054
TOI-1691 b,0.0459,0.017,0.017,0.0,0.0,0.2614,0.0143
TOI-1693 b,0.0088,0.003,0.0069,0.0,0.0,0.1258,0.009
TOI-1694 b,0.0809,0.0,0.0,0.0,0.0,0.48702,0.071
TOI-1694 c,0.929,0.037,0.037,0.037,0.037,0.67535,0.0
TOI-1695 b,0.0182,0.0016,0.0016,0.0,0.0,0.17,0.0143
TOI-1696 b,0.1787,0.1787,0.0,0.0,0.0,0.2891,0.0107
TOI-169 b,0.791,0.06,0.064,0.0,0.0,1.086,0.048
TOI-1710 Ab,0.0579,0.0148,0.0148,0.0,0.0,0.4595,0.0107
TOI-1716 b,0.0151,0.0066,0.0066,0.0,0.0,0.2471,0.0161
TOI-1723 b,0.0327,0.0151,0.0164,0.0,0.0,0.27,0.0152
TOI-1728 b,0.08426,0.01614,0.01708,0.0,0.0,0.4505,0.0152
TOI-172 Ab,5.41,0.2,0.2,0.0,0.0,0.965,0.033
TOI-1736 Ab,0.0374,0.005,0.005,0.0,0.0,0.2721,0.017
TOI-1736 Ac,8.26,0.39,0.39,0.39,0.39,0.67535,0.0
TOI-1739 b,0.013,0.0047,0.0085,0.0,0.0,0.15122,0.00758
TOI-1742 b,0.0305,0.006,0.006,0.0,0.0,0.2114,0.0045
TOI-1749 Ab,0.06,0.041,0.069,0.0,0.0,0.124,0.018
TOI-1749 Ac,0.0066,0.005,0.0179,0.0,0.0,0.1891,0.0107
TOI-1749 d,0.0135,0.011,0.0195,0.0,0.0,0.2248,0.0134
TOI-1751 b,0.0538,0.0101,0.0101,0.0,0.0,0.2489,0.0259
TOI-1753 b,0.0522,0.0164,0.0164,0.0,0.0,0.2088,0.0054
TOI-1758 b,0.0217,0.0198,0.0198,0.0,0.0,0.303,0.018
TOI-1759 Ab,0.0214,0.006,0.006,0.0,0.0,0.273,0.0196
TOI-1775 b,0.302,0.047,0.047,0.0,0.0,0.776,0.045
TOI-1776 b,0.0044,0.003,0.0035,0.0,0.0,0.125,0.125
TOI-1778 b,0.02637,0.00415,0.00415,0.0,0.0,0.24133,0.0071
TOI-1789 b,0.7,0.16,0.16,0.0,0.0,1.4,0.13
TOI-178 b,0.00472,0.00138,0.00123,0.0,0.0,0.10278,0.006629
TOI-178 c,0.01501,0.00214,0.00173,0.0,0.0,0.1489,0.00883
TOI-178 d,0.00947,0.00289,0.00227,0.0,0.0,0.22946,0.00696
TOI-178 e,0.01214,0.00299,0.00337,0.0,0.0,0.1969,0.008
TOI-178 f,0.02429,0.00478,0.00525,0.0,0.0,0.20403,0.0098
TOI-178 g,0.0124,0.0051,0.00412,0.0,0.0,0.256,0.0116
TOI-1794 b,0.0274,0.0129,0.0129,0.0,0.0,0.27,0.018
TOI-1798 b,0.0205,0.006,0.006,0.0,0.0,0.2462,0.009
TOI-1798 c,0.0176,0.0025,0.0025,0.0,0.0,0.125,0.0062
TOI-1799 b,0.013,0.0057,0.0057,0.0,0.0,0.1445,0.303
TOI-179 Ab,0.0758,0.0242,0.0223,0.0,0.0,0.2436,0.0045
TOI-1801 Ab,0.018214,0.00362,0.00362,0.0,0.0,0.1865,0.0054
TOI-1803 b,0.0324,0.0079,0.0079,0.0,0.0,0.2668,0.0071
TOI-1803 c,0.019,0.009,0.009,0.0,0.0,0.3827,0.0071
TOI-1807 b,0.00809,0.0016,0.0016,0.0,0.0,0.1222,0.009
TOI-1811 b,0.974,0.076,0.076,0.0,0.0,1.0,0.026
TOI-181 b,0.13,0.02,0.01,0.0,0.0,0.6183,0.009
TOI-1820 Ab,2.3,0.0,0.0,0.0,0.0,1.12,0.02
TOI-1823 b,0.2121,0.0258,0.0258,0.0,0.0,0.6727,0.0223
TOI-1824 Ab,0.0582,0.0101,0.0101,0.0,0.0,0.2346,0.0134
TOI-1828 b,0.1841,0.012,0.012,0.0,0.0,0.769,0.017
TOI-1836 Ab,0.092,0.015,0.015,0.0,0.0,0.78188,0.00161
TOI-1836 Ac,0.025,0.0,0.0,0.0,0.0,0.232,0.01285
TOI-1842 b,0.214,0.04,0.04,0.0,0.0,1.04,0.06
TOI-1853 b,0.040571,0.0,0.0,0.0,0.0,0.324465,0.01646
TOI-1855 Ab,1.133,0.096,0.096,0.0,0.0,1.65,0.37
TOI-1860 Ab,0.0069,0.0022,0.0041,0.0,0.0,0.1169,0.0036
TOI-1885 b,1.6248,0.1029,0.1029,0.0,0.0,1.2187,0.0366
TOI-1899 b,0.67,0.04,0.04,0.0,0.0,0.99,0.03
TOI-1937 Ab,2.01,0.17,0.17,0.0,0.0,1.247,0.062
TOI-199 Ab,0.17,0.02,0.02,0.0,0.0,0.81,0.005
TOI-199 Ac,0.28,0.02,0.02,0.02,0.02,0.67535,0.0
TOI-2000 b,0.0324,0.0069,0.0069,0.0,0.0,0.2355,0.0107
TOI-2000 c,0.2382,0.012,0.012,0.0,0.0,0.711,0.0107
TOI-2005 b,6.4,6.4,0.0,0.0,0.0,1.07,0.1
TOI-2010 Ab,1.286,0.057,0.057,0.0,0.0,1.054,0.027
TOI-2015 b,0.0289,0.0011,0.0011,0.0,0.0,0.2953,0.0009
TOI-2015 c,0.028,0.0013,0.0013,0.0013,0.0013,0.67535,0.0
TOI-2018 b,0.0289,0.0066,0.0066,0.0,0.0,0.2025,0.0062
TOI-2018 c,0.0113,0.011,0.0,0.0,0.0,0.1374,0.0125
TOI-2019 b,0.1089,0.0132,0.0132,0.0,0.0,0.505,0.025
TOI-201 b,0.42,0.03,0.05,0.0,0.0,1.0,0.015
TOI-2025 b,4.4,0.4,0.4,0.0,0.0,1.12,0.01
TOI-2045 b,0.6639,0.063,0.066,0.0,0.0,1.1316,0.0631
TOI-2046 b,2.3,0.28,0.28,0.0,0.0,1.44,0.11
TOI-2068 Ab,0.0138,0.005,0.0101,0.0,0.0,0.1624,0.0134
TOI-206 b,0.0069,0.0022,0.0041,0.0,0.0,0.116,0.0045
TOI-2076 b,0.0107,0.0057,0.0057,0.0,0.0,0.2266,0.0036
TOI-2076 c,0.0145,0.0072,0.0072,0.0,0.0,0.2989,0.0045
TOI-2076 d,0.023,0.0088,0.0088,0.0,0.0,0.2935,0.0054
TOI-2081 b,0.016,0.0076,0.0151,0.0,0.0,0.182,0.0482
TOI-2084 Ab,0.02121,0.0088,0.0167,0.0,0.0,0.2204,0.0116
TOI-2088 b,0.116,0.116,0.0,0.0,0.0,0.3283,0.0125
TOI-2095 b,0.0129,0.0129,0.0,0.0,0.0,0.1115,0.0062
TOI-2095 c,0.0233,0.0233,0.0,0.0,0.0,0.1187,0.0071
TOI-2096 b,0.006,0.0019,0.0044,0.0,0.0,0.11089,0.00687
TOI-2096 c,0.0145,0.0057,0.011,0.0,0.0,0.17076,0.00848
TOI-2107 b,0.83,0.11,0.11,0.0,0.0,1.211,0.035
TOI-2109 b,5.02,0.75,0.75,0.0,0.0,1.347,0.047
TOI-2120 b,0.0214,0.0214,0.0,0.0,0.0,0.18931,0.0058
TOI-2128 Ab,0.0142,0.006,0.006,0.0,0.0,0.2346,0.0134
TOI-2134 b,0.02873,0.00245,0.00245,0.0,0.0,0.24,0.0143
TOI-2134 c,0.1318,0.0245,0.0245,0.0,0.0,0.6486,0.0375
TOI-2136 b,0.0148,0.0082,0.0098,0.0,0.0,0.1865,0.0071
TOI-2141 b,0.076,0.013,0.013,0.0,0.0,0.2721,0.0205
TOI-2145 b,5.52,0.35,0.35,0.0,0.0,1.098,0.003
TOI-2152 Ab,2.83,0.38,0.38,0.0,0.0,1.281,0.05
TOI-2154 b,0.92,0.19,0.19,0.0,0.0,1.453,0.048
TOI-2158 b,0.82,0.08,0.08,0.0,0.0,0.96,0.012
TOI-216 b,0.0558,0.002,0.002,0.0,0.0,0.6861,0.074
TOI-216 c,0.528,0.02,0.02,0.0,0.0,0.901,0.018
TOI-2180 b,2.755,0.08,0.08,0.0,0.0,1.01,0.019
TOI-2184 b,0.65,0.16,0.16,0.0,0.0,1.017,0.051
TOI-2193 Ab,0.94,0.18,0.18,0.0,0.0,1.77,0.22
TOI-2194 b,0.0145456,0.0,0.0,0.0,0.0,0.177466,0.00596
TOI-2196 b,0.082,0.0041,0.0041,0.0,0.0,0.3131,0.0134
TOI-2202 b,0.978,0.059,0.063,0.0,0.0,1.0,0.08
TOI-2202 c,0.369,0.084,0.1,0.0,0.0,0.67535,0.0
TOI-2207 b,0.64,0.12,0.12,0.0,0.0,0.995,0.028
TOI-220 b,0.0428,0.0038,0.0038,0.0,0.0,0.2694,0.0152
TOI-2236 b,1.58,0.4,0.4,0.0,0.0,1.282,0.032
TOI-2257 b,0.0179,0.0072,0.0135,0.0,0.0,0.19574,0.0098
TOI-2260 b,0.011,0.0041,0.0079,0.0,0.0,0.1445,0.0116
TOI-2285 b,0.0614,0.0614,0.0,0.0,0.0,0.1552,0.0071
TOI-2290 b,0.005,0.0019,0.0044,0.0,0.0,0.1044,0.0062
TOI-2295 b,0.875,0.04,0.04,0.0,0.0,1.47,0.5
TOI-2295 c,5.6,0.2,0.2,0.2,0.2,0.67535,0.0
TOI-2328 Ab,0.16,0.02,0.02,0.0,0.0,0.89,0.04
TOI-2337 b,1.0,0.15,0.15,0.0,0.0,0.9,0.1
TOI-2338 b,5.98,0.21,0.21,0.0,0.0,1.0,0.2
TOI-2364 b,0.225,0.049,0.049,0.0,0.0,0.768,0.02
TOI-2368 b,0.65,0.18,0.18,0.0,0.0,0.967,0.03
TOI-2373 b,9.3,0.2,0.2,0.0,0.0,0.93,0.02
TOI-2374 Bb,0.17821,0.0135,0.011,0.0,0.0,0.607,0.027
TOI-2379 b,5.76,0.2,0.2,0.0,0.0,1.046,0.023
TOI-237 b,0.009,0.003,0.006,0.0,0.0,0.1285,0.0107
TOI-2384 Ab,1.966,0.06,0.06,0.0,0.0,1.025,0.02
TOI-238 b,0.0106,0.00154,0.00154,0.0,0.0,0.13909,0.00419
TOI-238 c,0.0211,0.0035,0.0035,0.0,0.0,0.1945,0.0161
TOI-2406 b,0.0286,0.013,0.0223,0.0,0.0,0.2623,0.0152
TOI-2407 b,0.053,0.006,0.006,0.0,0.0,0.3801,0.0232
TOI-2411 b,0.0123,0.0047,0.0072,0.0,0.0,0.1499,0.0098
TOI-2416 b,3.0,0.1,0.1,0.0,0.0,0.88,0.02
TOI-2420 b,0.93,0.08,0.08,0.0,0.0,1.34,0.07
TOI-2421 b,0.333,0.079,0.079,0.0,0.0,0.925,0.034
TOI-2427 b,0.0179,0.0016,0.0016,0.0,0.0,0.1463,0.0107
TOI-2427 c,0.02033,0.0025,0.0025,0.0025,0.0025,0.67535,0.0
TOI-2443 b,0.01284,0.0035,0.0035,0.0,0.0,0.2105,0.00589
TOI-2443 c,0.0293,0.006,0.006,0.006,0.006,0.67535,0.0
TOI-2445 b,0.006,0.0013,0.0013,0.0,0.0,0.12267,0.00045
TOI-2458 b,0.04188,0.0,0.0,0.0,0.0,0.2525,0.018
TOI-2458 c,0.03216,0.006,0.00538,0.006,0.00538,0.67535,0.0
TOI-2459 Bb,0.02847,0.0,0.0,0.0,0.0,0.2632,0.00589
TOI-2485 b,2.41,0.09,0.09,0.0,0.0,1.08,0.04
TOI-2497 b,5.21,0.52,0.52,0.0,0.0,1.0,0.04
TOI-2498 b,0.10893,0.0129,0.0129,0.0,0.0,0.5406,0.0259
TOI-251 b,1.0,1.0,0.0,0.0,0.0,0.2444,0.0161
TOI-2524 b,0.64,0.04,0.04,0.0,0.0,1.0,0.03
TOI-2525 b,0.084,0.005,0.005,0.0,0.0,0.774,0.01
TOI-2525 c,0.657,0.32,0.32,0.0,0.0,0.904,0.01
TOI-2529 b,2.34,0.2,0.2,0.0,0.0,1.03,0.05
TOI-2537 b,1.3,0.09,0.09,0.0,0.0,1.0,0.06
TOI-2537 c,1.3,0.09,0.09,0.09,0.09,0.67535,0.0
TOI-2567 b,0.201,0.031,0.034,0.0,0.0,0.975,0.02
TOI-2570 b,0.82,0.065,0.063,0.0,0.0,1.217,0.034
TOI-257 b,0.134,0.023,0.023,0.0,0.0,0.626,0.013
TOI-2580 Ab,0.63,0.08,0.08,0.0,0.0,1.55,0.05
TOI-2583 Ab,0.25,0.058,0.058,0.0,0.0,1.29,0.33
TOI-2587 Ab,0.218,0.046,0.054,0.0,0.0,1.077,0.042
TOI-2589 b,3.5,0.1,0.1,0.0,0.0,1.08,0.03
TOI-260 b,0.02961,0.009,0.009,0.0,0.0,0.1454,0.0062
TOI-2641 b,0.366,0.036,0.022,0.0,0.0,1.615,0.64
TOI-2669 b,0.61,0.19,0.19,0.0,0.0,1.76,0.16
TOI-266 b,0.028,0.0053,0.0053,0.0,0.0,0.2284,0.017
TOI-266 c,0.0337,0.0069,0.0069,0.0,0.0,0.2213,0.017
TOI-269 b,0.0277,0.0044,0.0044,0.0,0.0,0.2471,0.0107
TOI-270 b,0.00466,0.00057,0.00057,0.0,0.0,0.11125,0.0074
TOI-270 c,0.0195,0.00098,0.00098,0.0,0.0,0.2079,0.0009
TOI-270 d,0.0132,0.0005,0.0005,0.0,0.0,0.19,0.0107
TOI-2714 b,0.717,0.104,0.104,0.0,0.0,1.224,0.062
TOI-277 Bb,0.0308,0.0,0.0,0.0,0.0,0.27612,0.013159
TOI-2796 b,0.44,0.1,0.1,0.0,0.0,1.59,0.05
TOI-2803 Ab,0.975,0.07,0.083,0.0,0.0,1.616,0.034
TOI-2818 b,0.71,0.26,0.26,0.0,0.0,1.363,0.046
TOI-2842 b,0.37,0.0,0.0,0.0,0.0,1.146,0.051
TOI-286 b,0.01425,0.0025,0.0025,0.0,0.0,0.1267,0.009
TOI-286 c,0.0117,0.00698,0.00698,0.0,0.0,0.1677,0.0107
TOI-2969 b,1.16,0.04,0.04,0.0,0.0,1.1,0.08
TOI-2977 Ab,1.68,0.26,0.26,0.0,0.0,1.174,0.027
TOI-2981 b,2.007,0.104,0.104,0.0,0.0,1.195,0.0375
TOI-2989 b,3.0,0.2,0.2,0.0,0.0,1.12,0.05
TOI-3023 b,0.62,0.1,0.1,0.0,0.0,1.466,0.032
TOI-3071 b,0.2146,0.011,0.011,0.0,0.0,0.6388,0.045
TOI-3082 b,0.0410483,0.0,0.0,0.0,0.0,0.326713,0.012918
TOI-3235 Ab,0.665,0.025,0.025,0.0,0.0,1.017,0.044
TOI-3261 b,0.0953,0.0076,0.0076,0.0,0.0,0.3408,0.0312
TOI-329 b,0.1271,0.0116,0.012,0.0,0.0,0.4211,0.0321
TOI-3321 Ab,0.554,0.076,0.076,0.0,0.0,1.39,0.06
TOI-332 b,0.18,0.005,0.005,0.0,0.0,0.285,0.0098
TOI-3331 b,2.27,0.16,0.16,0.0,0.0,1.158,0.043
TOI-3362 b,4.0,0.04,0.04,0.0,0.0,1.2,0.02
TOI-3364 b,1.67,0.013,0.013,0.0,0.0,1.091,0.038
TOI-3493 b,0.02822,0.0038,0.0038,0.0,0.0,0.2873,0.0071
TOI-3540 b,1.18,0.14,0.14,0.0,0.0,2.1,0.7
TOI-3568 b,0.083,0.003,0.003,0.0,0.0,0.473,0.0241
TOI-3629 b,0.26,0.02,0.02,0.0,0.0,0.74,0.014
TOI-3688 Ab,0.98,0.11,0.11,0.0,0.0,1.167,48.0
TOI-3693 b,1.02,0.24,0.24,0.0,0.0,1.124,0.023
TOI-3714 Ab,0.689,0.03,0.03,0.0,0.0,0.994,0.02
TOI-3757 b,0.2684,0.0277,0.0277,0.0,0.0,1.07,0.045
TOI-3785 b,0.04704,0.01233,0.0129,0.0,0.0,0.4586,0.0143
TOI-3807 b,1.04,0.15,0.15,0.0,0.0,2.0,0.035
TOI-3819 b,1.11,0.2,0.2,0.0,0.0,1.172,0.036
TOI-3837 b,0.59,0.06,0.06,0.0,0.0,0.96,0.05
TOI-3884 b,0.0519,0.0057,0.011,0.0,0.0,0.5629,0.025
TOI-3894 b,0.85,0.15,0.15,0.0,0.0,1.36,0.05
TOI-3912 b,0.406,0.07,0.07,0.0,0.0,1.274,0.04
TOI-3919 b,3.88,0.23,0.23,0.0,0.0,1.1,0.05
TOI-396A b,0.01117,0.00302,0.00302,0.0,0.0,0.178,0.00419
TOI-396A c,0.0028,0.0019,0.00296,0.0,0.0,0.1766,0.00482
TOI-396A d,0.0223,0.005,0.005,0.0,0.0,0.18,0.00571
TOI-3976 b,0.175,0.037,0.037,0.0,0.0,1.095,0.036
TOI-3984 Ab,0.138,0.025,0.0274,0.0,0.0,0.71,0.02
TOI-4010 b,0.035,0.00406,0.00406,0.0,0.0,0.2694,0.0071
TOI-4010 c,0.0639,0.0067,0.0067,0.0,0.0,0.529,0.0107
TOI-4010 d,0.12003,0.01029,0.01029,0.0,0.0,0.5513,0.0134
TOI-4010 e,2.177,0.208,0.208,0.208,0.208,0.67535,0.0
TOI-402 Ab,0.02051,0.0013,0.0013,0.0,0.0,0.1579,0.00285
TOI-402 Ac,0.02136,0.0035,0.0041,0.0,0.0,0.22536,0.00669
TOI-406 b,0.00654,0.00069,0.00072,0.0,0.0,0.1178,0.0107
TOI-406 c,0.02067,0.003,0.003,0.0,0.0,0.1856,0.0143
TOI-4087 b,0.73,0.14,0.14,0.0,0.0,1.164,0.025
TOI-4127 b,2.3,0.11,0.11,0.0,0.0,1.096,0.039
TOI-4137 b,1.01,0.17,0.17,0.0,0.0,1.211,0.04
TOI-4138 b,0.67,0.03,0.03,0.0,0.0,1.49,0.04
TOI-4145 Ab,0.43,0.13,0.13,0.0,0.0,1.187,0.032
TOI-4153 b,1.15,0.18,0.18,0.0,0.0,1.438,0.045
TOI-4184 b,6.6,2.75,5.2,0.0,0.0,0.2168,0.0187
TOI-4201 b,2.589,0.066,0.066,0.0,0.0,1.133,0.024
TOI-421 Ac,0.0444,0.0044,0.0044,0.0,0.0,0.4541,0.0062
TOI-429 b,0.8,0.0,0.0,0.0,0.0,0.8,0.0
TOI-4308 b,0.02029,0.0,0.0,0.0,0.0,0.2159,0.0116
TOI-431 b,0.00966,0.0011,0.0011,0.0,0.0,0.1142,0.0036
TOI-431 c,0.00892,0.00107,0.0,0.00107,0.00129,0.67535,0.0
TOI-431 d,0.0311,0.00469,0.00481,0.0,0.0,0.2935,0.008
TOI-4329 b,0.45,0.09,0.09,0.0,0.0,1.5,0.19
TOI-4377 b,0.957,0.09,0.09,0.0,0.0,1.35,0.08
TOI-4379 b,1.113,0.071,0.071,0.0,0.0,1.489,0.079
TOI-4406 b,0.3,0.03,0.03,0.0,0.0,1.0,0.02
TOI-4438 b,0.017,0.0035,0.0035,0.0,0.0,0.2248,0.0116
TOI-4463 Ab,0.794,0.04,0.04,0.0,0.0,1.183,0.045
TOI-4465 b,5.9,0.0,0.0,0.0,0.0,1.2,0.0
TOI-4479 b,0.0261,0.025,0.013,0.0,0.0,0.2516,0.058
TOI-4481 b,0.006,0.00053,0.00053,0.0,0.0,0.11874,0.00205
TOI-4481 c,0.0182,0.0009,0.0009,0.0009,0.0009,0.67535,0.0
TOI-4515 b,2.0,0.05,0.05,0.0,0.0,1.09,0.04
TOI-4551 b,1.49,0.13,0.13,0.0,0.0,1.06,0.06
TOI-4559 b,0.0085,0.003,0.006,0.0,0.0,0.12624,0.0098
TOI-4562 b,3.29,0.8,1.9,0.0,0.0,1.072,0.044
TOI-4562 c,5.77,0.56,0.37,0.0,0.0,0.67535,0.0
TOI-4582 b,0.53,0.05,0.05,0.0,0.0,0.94,0.12
TOI-4603 b,12.89,0.58,0.58,0.0,0.0,1.042,0.038
TOI-4633 Ac,0.1504,0.076,0.088,0.0,0.0,0.285,0.018
TOI-4641 b,3.87,3.87,0.0,0.0,0.0,0.73,0.028
TOI-469 b,0.0186,0.006,0.006,0.0,0.0,0.3105,0.025
TOI-469 c,0.0142,0.0009,0.0009,0.0,0.0,0.141,0.0303
TOI-469 d,0.016,0.0013,0.0013,0.0,0.0,0.1222,0.036
TOI-4791 b,2.31,0.33,0.33,0.0,0.0,1.11,0.05
TOI-480 b,0.0654,0.0138,0.0138,0.0,0.0,0.24,0.009
TOI-481 b,1.53,0.03,0.03,0.0,0.0,0.99,0.01
TOI-4860 b,0.67,0.14,0.14,0.0,0.0,0.756,0.024
TOI-4914 b,0.714,0.041,0.041,0.0,0.0,1.1482,0.0321
TOI-4987 b,12.37,0.9,0.9,0.0,0.0,1.93,0.09
TOI-4994 b,0.28,0.034,0.037,0.034,0.037,0.762,0.027
TOI-5005 b,0.1029,0.0186,0.0186,0.0,0.0,0.5576,0.0214
TOI-500 b,0.005,0.0022,0.0041,0.0,0.0,0.1035,0.0107
TOI-500 c,0.0146,0.0016,0.0016,0.0016,0.0016,0.67535,0.0
TOI-500 d,0.10553,0.003,0.003,0.003,0.003,0.67535,0.0
TOI-500 e,0.03757,0.00428,0.00428,0.00428,0.00428,0.67535,0.0
TOI-5027 b,2.0,0.13,0.13,0.0,0.0,0.99,0.12
TOI-5076 Ab,0.05,0.006,0.006,0.0,0.0,0.285,0.009
TOI-5108 b,0.101,0.016,0.016,0.0,0.0,0.589,0.009
TOI-5110 b,2.9,0.13,0.13,0.13,0.13,1.069,0.052
TOI-512 b,0.01123,0.00173,0.00173,0.0,0.0,0.1374,0.009
TOI-5153 b,3.26,0.17,0.17,0.0,0.0,1.06,0.04
TOI-519 b,0.525,0.064,0.064,0.0,0.0,1.059,0.02
TOI-5205 b,1.08,0.08,0.08,0.0,0.0,0.94,0.04
TOI-5218 b,0.799,0.359,0.393,0.0,0.0,0.879,0.034
TOI-5232 b,2.34,0.16,0.16,0.0,0.0,1.14,0.045
TOI-5293 Ab,0.54,0.07,0.07,0.0,0.0,1.06,0.04
TOI-5300 b,0.6,0.1,0.1,0.0,0.0,0.88,0.08
TOI-5301 b,3.65,0.4,0.4,0.0,0.0,1.18,0.07
TOI-530 b,0.4,0.1,0.1,0.0,0.0,0.83,0.06
TOI-532 b,0.1935,0.0293,0.0305,0.0,0.0,0.5192,0.017
TOI-5344 b,0.42,0.06,0.06,0.0,0.0,0.87,0.04
TOI-5398 b,0.1847,0.0179,0.0179,0.0,0.0,1.008,0.036
TOI-5398 c,0.0371,0.0151,0.0151,0.0,0.0,0.314,0.018
TOI-544 b,0.00909,0.00151,0.00151,0.0,0.0,0.1802,0.0062
